image,label
20973.jpg,subretinal neovascularization (srnv)
8701.jpg,subretinal neovascularization (srnv)
20667.jpg,subretinal neovascularization (srnv)
20666.jpg,subretinal neovascularization (srnv)
20778.jpg,subretinal neovascularization (srnv)
20977.jpg,subretinal neovascularization (srnv)
21233.jpg,subretinal neovascularization (srnv)
21166.jpg,subretinal neovascularization (srnv)
20993.jpg,subretinal neovascularization (srnv)
20845.jpg,subretinal neovascularization (srnv)
20402.jpg,subretinal neovascularization (srnv)
21246.jpg,subretinal neovascularization (srnv)
20518.jpg,subretinal neovascularization (srnv)
21423.jpg,subretinal neovascularization (srnv)
20416.jpg,subretinal neovascularization (srnv)
21179.jpg,subretinal neovascularization (srnv)
20749.jpg,subretinal neovascularization (srnv)
21271.jpg,subretinal neovascularization (srnv)
20547.jpg,subretinal neovascularization (srnv)
20809.jpg,subretinal neovascularization (srnv)
21186.jpg,subretinal neovascularization (srnv)
8706.jpg,subretinal neovascularization (srnv)
20661.jpg,subretinal neovascularization (srnv)
21031.jpg,subretinal neovascularization (srnv)
21432.jpg,subretinal neovascularization (srnv)
21284.jpg,subretinal neovascularization (srnv)
21229.jpg,subretinal neovascularization (srnv)
21437.jpg,subretinal neovascularization (srnv)
20429.jpg,subretinal neovascularization (srnv)
20941.jpg,subretinal neovascularization (srnv)
8700.jpg,subretinal neovascularization (srnv)
20460.jpg,subretinal neovascularization (srnv)
20521.jpg,subretinal neovascularization (srnv)
20490.jpg,subretinal neovascularization (srnv)
20421.jpg,subretinal neovascularization (srnv)
21401.jpg,subretinal neovascularization (srnv)
20457.jpg,subretinal neovascularization (srnv)
21215.jpg,subretinal neovascularization (srnv)
20674.jpg,subretinal neovascularization (srnv)
20482.jpg,subretinal neovascularization (srnv)
20584.jpg,subretinal neovascularization (srnv)
20775.jpg,subretinal neovascularization (srnv)
21365.jpg,subretinal neovascularization (srnv)
20840.jpg,subretinal neovascularization (srnv)
21391.jpg,subretinal neovascularization (srnv)
21425.jpg,subretinal neovascularization (srnv)
21199.jpg,subretinal neovascularization (srnv)
12032.jpg,subretinal neovascularization (srnv)
20790.jpg,subretinal neovascularization (srnv)
10580.jpg,branch vein occlusion (bvo)
10433.jpg,branch vein occlusion (bvo)
10330.jpg,branch vein occlusion (bvo)
10366.jpg,branch vein occlusion (bvo)
10590.jpg,branch vein occlusion (bvo)
10526.jpg,branch vein occlusion (bvo)
10311.jpg,branch vein occlusion (bvo)
10345.jpg,branch vein occlusion (bvo)
10535.jpg,branch vein occlusion (bvo)
10342.jpg,branch vein occlusion (bvo)
10346.jpg,branch vein occlusion (bvo)
10564.jpg,branch vein occlusion (bvo)
10424.jpg,branch vein occlusion (bvo)
10662.jpg,branch vein occlusion (bvo)
10461.jpg,branch vein occlusion (bvo)
10574.jpg,branch vein occlusion (bvo)
10795.jpg,branch vein occlusion (bvo)
10697.jpg,branch vein occlusion (bvo)
10312.jpg,branch vein occlusion (bvo)
10747.jpg,branch vein occlusion (bvo)
10189.jpg,branch vein occlusion (bvo)
10782.jpg,branch vein occlusion (bvo)
10735.jpg,branch vein occlusion (bvo)
10407.jpg,branch vein occlusion (bvo)
10309.jpg,branch vein occlusion (bvo)
10579.jpg,branch vein occlusion (bvo)
10673.jpg,branch vein occlusion (bvo)
10238.jpg,branch vein occlusion (bvo)
10581.jpg,branch vein occlusion (bvo)
10654.jpg,branch vein occlusion (bvo)
10319.jpg,branch vein occlusion (bvo)
27686.jpg,branch vein occlusion (bvo)
10339.jpg,branch vein occlusion (bvo)
10466.jpg,branch vein occlusion (bvo)
10582.jpg,branch vein occlusion (bvo)
10572.jpg,branch vein occlusion (bvo)
10504.jpg,branch vein occlusion (bvo)
10174.jpg,branch vein occlusion (bvo)
10233.jpg,branch vein occlusion (bvo)
10575.jpg,branch vein occlusion (bvo)
10696.jpg,branch vein occlusion (bvo)
10476.jpg,branch vein occlusion (bvo)
10501.jpg,branch vein occlusion (bvo)
10201.jpg,branch vein occlusion (bvo)
10371.jpg,branch vein occlusion (bvo)
10475.jpg,branch vein occlusion (bvo)
10453.jpg,branch vein occlusion (bvo)
10701.jpg,branch vein occlusion (bvo)
10587.jpg,branch vein occlusion (bvo)
10352.jpg,branch vein occlusion (bvo)
10733.jpg,branch vein occlusion (bvo)
10738.jpg,branch vein occlusion (bvo)
10464.jpg,branch vein occlusion (bvo)
10328.jpg,branch vein occlusion (bvo)
10661.jpg,branch vein occlusion (bvo)
10235.jpg,branch vein occlusion (bvo)
10308.jpg,branch vein occlusion (bvo)
10394.jpg,branch vein occlusion (bvo)
10183.jpg,branch vein occlusion (bvo)
10722.jpg,branch vein occlusion (bvo)
10376.jpg,branch vein occlusion (bvo)
10452.jpg,branch vein occlusion (bvo)
10741.jpg,branch vein occlusion (bvo)
10327.jpg,branch vein occlusion (bvo)
10534.jpg,branch vein occlusion (bvo)
10514.jpg,branch vein occlusion (bvo)
10462.jpg,branch vein occlusion (bvo)
10313.jpg,branch vein occlusion (bvo)
10379.jpg,branch vein occlusion (bvo)
10528.jpg,branch vein occlusion (bvo)
10388.jpg,branch vein occlusion (bvo)
10223.jpg,branch vein occlusion (bvo)
10752.jpg,branch vein occlusion (bvo)
10393.jpg,branch vein occlusion (bvo)
27682.jpg,branch vein occlusion (bvo)
10739.jpg,branch vein occlusion (bvo)
10764.jpg,branch vein occlusion (bvo)
10719.jpg,branch vein occlusion (bvo)
10718.jpg,branch vein occlusion (bvo)
10494.jpg,branch vein occlusion (bvo)
10372.jpg,branch vein occlusion (bvo)
10460.jpg,branch vein occlusion (bvo)
10338.jpg,branch vein occlusion (bvo)
10218.jpg,branch vein occlusion (bvo)
10359.jpg,branch vein occlusion (bvo)
10322.jpg,branch vein occlusion (bvo)
10576.jpg,branch vein occlusion (bvo)
10426.jpg,branch vein occlusion (bvo)
10768.jpg,branch vein occlusion (bvo)
10742.jpg,branch vein occlusion (bvo)
10567.jpg,branch vein occlusion (bvo)
10513.jpg,branch vein occlusion (bvo)
10656.jpg,branch vein occlusion (bvo)
10532.jpg,branch vein occlusion (bvo)
10771.jpg,branch vein occlusion (bvo)
10332.jpg,branch vein occlusion (bvo)
10689.jpg,branch vein occlusion (bvo)
10664.jpg,branch vein occlusion (bvo)
10592.jpg,branch vein occlusion (bvo)
10180.jpg,branch vein occlusion (bvo)
10690.jpg,branch vein occlusion (bvo)
10792.jpg,branch vein occlusion (bvo)
10732.jpg,branch vein occlusion (bvo)
10314.jpg,branch vein occlusion (bvo)
10478.jpg,branch vein occlusion (bvo)
10474.jpg,branch vein occlusion (bvo)
10484.jpg,branch vein occlusion (bvo)
10516.jpg,branch vein occlusion (bvo)
10566.jpg,branch vein occlusion (bvo)
10425.jpg,branch vein occlusion (bvo)
10159.jpg,branch vein occlusion (bvo)
10730.jpg,branch vein occlusion (bvo)
10490.jpg,branch vein occlusion (bvo)
10743.jpg,branch vein occlusion (bvo)
10231.jpg,branch vein occlusion (bvo)
28072.jpg,branch vein occlusion (bvo)
10541.jpg,branch vein occlusion (bvo)
10794.jpg,branch vein occlusion (bvo)
10705.jpg,branch vein occlusion (bvo)
10770.jpg,branch vein occlusion (bvo)
10176.jpg,branch vein occlusion (bvo)
10457.jpg,branch vein occlusion (bvo)
10190.jpg,branch vein occlusion (bvo)
10521.jpg,branch vein occlusion (bvo)
10377.jpg,branch vein occlusion (bvo)
10769.jpg,branch vein occlusion (bvo)
10653.jpg,branch vein occlusion (bvo)
10237.jpg,branch vein occlusion (bvo)
10586.jpg,branch vein occlusion (bvo)
10175.jpg,branch vein occlusion (bvo)
10683.jpg,branch vein occlusion (bvo)
10420.jpg,branch vein occlusion (bvo)
10561.jpg,branch vein occlusion (bvo)
10177.jpg,branch vein occlusion (bvo)
10413.jpg,branch vein occlusion (bvo)
10331.jpg,branch vein occlusion (bvo)
10410.jpg,branch vein occlusion (bvo)
10595.jpg,branch vein occlusion (bvo)
10671.jpg,branch vein occlusion (bvo)
10467.jpg,branch vein occlusion (bvo)
10538.jpg,branch vein occlusion (bvo)
10767.jpg,branch vein occlusion (bvo)
10660.jpg,branch vein occlusion (bvo)
10702.jpg,branch vein occlusion (bvo)
10776.jpg,branch vein occlusion (bvo)
10375.jpg,branch vein occlusion (bvo)
10492.jpg,branch vein occlusion (bvo)
10692.jpg,branch vein occlusion (bvo)
10370.jpg,branch vein occlusion (bvo)
10740.jpg,branch vein occlusion (bvo)
10431.jpg,branch vein occlusion (bvo)
10789.jpg,branch vein occlusion (bvo)
10360.jpg,branch vein occlusion (bvo)
10401.jpg,branch vein occlusion (bvo)
10244.jpg,branch vein occlusion (bvo)
10336.jpg,branch vein occlusion (bvo)
10679.jpg,branch vein occlusion (bvo)
10787.jpg,branch vein occlusion (bvo)
10482.jpg,branch vein occlusion (bvo)
10245.jpg,branch vein occlusion (bvo)
10700.jpg,branch vein occlusion (bvo)
10229.jpg,branch vein occlusion (bvo)
10225.jpg,branch vein occlusion (bvo)
10657.jpg,branch vein occlusion (bvo)
10387.jpg,branch vein occlusion (bvo)
10531.jpg,branch vein occlusion (bvo)
10204.jpg,branch vein occlusion (bvo)
10480.jpg,branch vein occlusion (bvo)
10473.jpg,branch vein occlusion (bvo)
10320.jpg,branch vein occlusion (bvo)
10527.jpg,branch vein occlusion (bvo)
10203.jpg,branch vein occlusion (bvo)
10488.jpg,branch vein occlusion (bvo)
10248.jpg,branch vein occlusion (bvo)
10578.jpg,branch vein occlusion (bvo)
10763.jpg,branch vein occlusion (bvo)
10240.jpg,branch vein occlusion (bvo)
10659.jpg,branch vein occlusion (bvo)
10343.jpg,branch vein occlusion (bvo)
10720.jpg,branch vein occlusion (bvo)
10412.jpg,branch vein occlusion (bvo)
10533.jpg,branch vein occlusion (bvo)
10411.jpg,branch vein occlusion (bvo)
10470.jpg,branch vein occlusion (bvo)
27680.jpg,branch vein occlusion (bvo)
10166.jpg,branch vein occlusion (bvo)
10778.jpg,branch vein occlusion (bvo)
10781.jpg,branch vein occlusion (bvo)
10396.jpg,branch vein occlusion (bvo)
10688.jpg,branch vein occlusion (bvo)
10784.jpg,branch vein occlusion (bvo)
10750.jpg,branch vein occlusion (bvo)
10734.jpg,branch vein occlusion (bvo)
10775.jpg,branch vein occlusion (bvo)
10486.jpg,branch vein occlusion (bvo)
10669.jpg,branch vein occlusion (bvo)
10756.jpg,branch vein occlusion (bvo)
10378.jpg,branch vein occlusion (bvo)
10340.jpg,branch vein occlusion (bvo)
10672.jpg,branch vein occlusion (bvo)
10755.jpg,branch vein occlusion (bvo)
10569.jpg,branch vein occlusion (bvo)
10560.jpg,branch vein occlusion (bvo)
10568.jpg,branch vein occlusion (bvo)
10392.jpg,branch vein occlusion (bvo)
10485.jpg,branch vein occlusion (bvo)
10726.jpg,branch vein occlusion (bvo)
10389.jpg,branch vein occlusion (bvo)
10695.jpg,branch vein occlusion (bvo)
10165.jpg,branch vein occlusion (bvo)
10440.jpg,branch vein occlusion (bvo)
10665.jpg,branch vein occlusion (bvo)
10799.jpg,branch vein occlusion (bvo)
10415.jpg,branch vein occlusion (bvo)
10737.jpg,branch vein occlusion (bvo)
10508.jpg,branch vein occlusion (bvo)
10173.jpg,branch vein occlusion (bvo)
10524.jpg,branch vein occlusion (bvo)
10242.jpg,branch vein occlusion (bvo)
5901.jpg,branch vein occlusion (bvo)
10479.jpg,branch vein occlusion (bvo)
10454.jpg,branch vein occlusion (bvo)
10677.jpg,branch vein occlusion (bvo)
10510.jpg,branch vein occlusion (bvo)
10489.jpg,branch vein occlusion (bvo)
10668.jpg,branch vein occlusion (bvo)
10226.jpg,branch vein occlusion (bvo)
7502.jpg,branch vein occlusion (bvo)
10354.jpg,branch vein occlusion (bvo)
10217.jpg,branch vein occlusion (bvo)
10423.jpg,branch vein occlusion (bvo)
10753.jpg,branch vein occlusion (bvo)
10693.jpg,branch vein occlusion (bvo)
10655.jpg,branch vein occlusion (bvo)
10168.jpg,branch vein occlusion (bvo)
10703.jpg,branch vein occlusion (bvo)
10246.jpg,branch vein occlusion (bvo)
10178.jpg,branch vein occlusion (bvo)
10674.jpg,branch vein occlusion (bvo)
10227.jpg,branch vein occlusion (bvo)
10170.jpg,branch vein occlusion (bvo)
10398.jpg,branch vein occlusion (bvo)
10169.jpg,branch vein occlusion (bvo)
10766.jpg,branch vein occlusion (bvo)
10455.jpg,branch vein occlusion (bvo)
10802.jpg,branch vein occlusion (bvo)
10326.jpg,branch vein occlusion (bvo)
10691.jpg,branch vein occlusion (bvo)
10588.jpg,branch vein occlusion (bvo)
10800.jpg,branch vein occlusion (bvo)
10318.jpg,branch vein occlusion (bvo)
10397.jpg,branch vein occlusion (bvo)
10456.jpg,branch vein occlusion (bvo)
10506.jpg,branch vein occlusion (bvo)
10341.jpg,branch vein occlusion (bvo)
10404.jpg,branch vein occlusion (bvo)
10558.jpg,branch vein occlusion (bvo)
10409.jpg,branch vein occlusion (bvo)
10324.jpg,branch vein occlusion (bvo)
10565.jpg,branch vein occlusion (bvo)
10184.jpg,branch vein occlusion (bvo)
10252.jpg,branch vein occlusion (bvo)
10171.jpg,branch vein occlusion (bvo)
10428.jpg,branch vein occlusion (bvo)
10390.jpg,branch vein occlusion (bvo)
10160.jpg,branch vein occlusion (bvo)
10451.jpg,branch vein occlusion (bvo)
10364.jpg,branch vein occlusion (bvo)
10520.jpg,branch vein occlusion (bvo)
10408.jpg,branch vein occlusion (bvo)
10509.jpg,branch vein occlusion (bvo)
10325.jpg,branch vein occlusion (bvo)
10563.jpg,branch vein occlusion (bvo)
5900.jpg,branch vein occlusion (bvo)
10704.jpg,branch vein occlusion (bvo)
10497.jpg,branch vein occlusion (bvo)
10573.jpg,branch vein occlusion (bvo)
10760.jpg,branch vein occlusion (bvo)
10680.jpg,branch vein occlusion (bvo)
10562.jpg,branch vein occlusion (bvo)
10594.jpg,branch vein occlusion (bvo)
10429.jpg,branch vein occlusion (bvo)
17770.jpg,branch vein occlusion (bvo)
10402.jpg,branch vein occlusion (bvo)
10400.jpg,branch vein occlusion (bvo)
7503.jpg,branch vein occlusion (bvo)
10518.jpg,branch vein occlusion (bvo)
10435.jpg,branch vein occlusion (bvo)
24944.jpg,branch vein occlusion (bvo)
10754.jpg,branch vein occlusion (bvo)
10434.jpg,branch vein occlusion (bvo)
10511.jpg,branch vein occlusion (bvo)
10571.jpg,branch vein occlusion (bvo)
10344.jpg,branch vein occlusion (bvo)
10507.jpg,branch vein occlusion (bvo)
10368.jpg,branch vein occlusion (bvo)
10182.jpg,branch vein occlusion (bvo)
10759.jpg,branch vein occlusion (bvo)
10652.jpg,branch vein occlusion (bvo)
10471.jpg,branch vein occlusion (bvo)
7497.jpg,branch vein occlusion (bvo)
10335.jpg,branch vein occlusion (bvo)
10503.jpg,branch vein occlusion (bvo)
10315.jpg,branch vein occlusion (bvo)
10351.jpg,branch vein occlusion (bvo)
10469.jpg,branch vein occlusion (bvo)
10777.jpg,branch vein occlusion (bvo)
10481.jpg,branch vein occlusion (bvo)
10666.jpg,branch vein occlusion (bvo)
10158.jpg,branch vein occlusion (bvo)
10350.jpg,branch vein occlusion (bvo)
10698.jpg,branch vein occlusion (bvo)
10367.jpg,branch vein occlusion (bvo)
10765.jpg,branch vein occlusion (bvo)
10472.jpg,branch vein occlusion (bvo)
10793.jpg,branch vein occlusion (bvo)
10192.jpg,branch vein occlusion (bvo)
10786.jpg,branch vein occlusion (bvo)
10441.jpg,branch vein occlusion (bvo)
10499.jpg,branch vein occlusion (bvo)
10442.jpg,branch vein occlusion (bvo)
10465.jpg,branch vein occlusion (bvo)
10577.jpg,branch vein occlusion (bvo)
10570.jpg,branch vein occlusion (bvo)
10788.jpg,branch vein occlusion (bvo)
10167.jpg,branch vein occlusion (bvo)
10744.jpg,branch vein occlusion (bvo)
10540.jpg,branch vein occlusion (bvo)
10505.jpg,branch vein occlusion (bvo)
10495.jpg,branch vein occlusion (bvo)
10724.jpg,branch vein occlusion (bvo)
10530.jpg,branch vein occlusion (bvo)
10559.jpg,branch vein occlusion (bvo)
10512.jpg,branch vein occlusion (bvo)
10745.jpg,branch vein occlusion (bvo)
10663.jpg,branch vein occlusion (bvo)
10161.jpg,branch vein occlusion (bvo)
10373.jpg,branch vein occlusion (bvo)
